source_imageid,destination_imageid,distance
1059,1175,0.99
1059,1750,1.0
1059,643,1.0
1059,2254,1.0
1059,313,1.0
1059,236,1.01
1059,1633,1.01
1059,875,1.01
1059,1452,1.01
1059,1512,1.02
1059,614,1.03
1059,148,1.03
1059,1831,1.03
1059,1996,1.04
1059,1420,1.04
1059,602,1.04
1059,718,1.04
1059,2356,1.04
1059,1643,1.05
1061,1249,0.84
1061,2224,0.9
1061,1516,0.91
1061,2355,0.91
1061,1285,0.92
1061,1170,0.93
1061,1408,0.94
1061,1668,0.95
1061,1295,0.96
1061,1917,0.98
1061,2123,0.98
1061,1925,0.99
1061,894,0.99
1061,772,1.02
1061,937,1.02
1061,828,1.02
1061,2215,1.03
1061,380,1.03
1061,1751,1.03
1061,436,1.04
1061,1204,1.04
1061,1849,1.04
1061,693,1.04
1061,1442,1.05
1068,661,0.5
1068,692,0.5
1068,148,0.54
1068,1126,0.59
1068,1996,0.63
1068,151,0.63
1068,367,0.65
1068,2138,0.68
1068,364,0.69
1068,1757,0.69
1068,1223,0.7
1068,714,0.71
1068,1837,0.71
1068,1488,0.71
1068,1129,0.72
1068,1140,0.72
1068,697,0.72
1068,2351,0.72
1068,1133,0.73
1068,152,0.74
1068,631,0.74
1068,1196,0.75
1068,149,0.75
1068,1955,0.76
1071,849,0.48
1071,2350,0.53
1071,1634,0.66
1071,262,0.67
1071,1715,0.67
1071,122,0.67
1071,535,0.72
1071,2065,0.74
1071,2087,0.74
1071,759,0.75
1071,846,0.76
1071,1439,0.79
1071,463,0.82
1071,692,0.82
1071,1129,0.83
1071,2192,0.84
1071,681,0.85
1071,661,0.86
1071,2284,0.86
1071,773,0.88
1071,1453,0.88
1071,298,0.88
1071,337,0.88
1071,152,0.89
1073,1149,0.0
1073,1530,0.57
1073,1573,0.57
1073,630,0.64
1073,1404,0.7
1073,770,0.8
1073,1552,0.84
1073,1825,0.85
1073,1731,0.87
1073,702,1.05
1073,852,1.05
1073,1016,1.05
1073,846,1.07
1073,555,1.07
1073,612,1.07
1073,1745,1.08
1073,506,1.08
1073,648,1.1
1073,1808,1.12
1073,912,1.12
1073,440,1.13
1073,1213,1.14
1073,1725,1.15
1073,1732,1.15
1077,2360,0.58
1077,922,0.63
1077,1516,0.66
1077,1647,0.67
1077,2215,0.69
1077,254,0.7
1077,2242,0.7
1077,1089,0.7
1077,1507,0.73
1077,1170,0.74
1077,614,0.75
1077,1832,0.76
1077,2018,0.76
1077,1233,0.77
1077,1452,0.77
1077,1862,0.78
1077,1924,0.78
1077,436,0.78
1077,1278,0.78
1077,1284,0.79
1077,1849,0.79
1077,1147,0.8
1077,1420,0.82
1077,937,0.82
1079,1333,0.37
1079,1780,0.37
1079,1821,0.37
1079,442,0.6
1079,688,0.6
1079,2025,0.69
1079,107,0.76
1079,416,0.77
1079,1701,0.77
1079,864,0.77
1079,352,0.77
1079,1535,0.79
1079,884,0.79
1079,1196,0.8
1079,1301,0.81
1079,758,0.82
1079,861,0.83
1079,984,0.84
1079,796,0.84
1079,349,0.84
1079,802,0.85
1079,1727,0.85
1079,891,0.85
1079,200,0.86
1081,391,0.72
1081,1790,0.72
1081,1251,0.74
1081,2241,0.75
1081,835,0.75
1081,1153,0.79
1081,1777,0.8
1081,804,0.81
1081,969,0.81
1081,1024,0.86
1081,1861,0.87
1081,2315,0.88
1081,2060,0.89
1081,470,0.9
1081,187,0.91
1081,1420,0.92
1081,1442,0.92
1081,2194,0.93
1081,184,0.94
1081,300,0.94
1081,1659,0.95
1081,867,0.95
1081,1148,0.95
1081,1947,0.95
1083,1428,1.28
1083,465,1.3
1083,513,1.3
1083,186,1.32
1083,1597,1.33
1083,1129,1.33
1083,1611,1.34
1083,1831,1.35
1083,2132,1.35
1083,982,1.35
1083,1012,1.36
1083,1186,1.36
1083,1476,1.37
1083,1638,1.38
1083,998,1.38
1083,790,1.39
1083,497,1.4
1083,890,1.4
1083,736,1.4
1083,1838,1.4
1083,1706,1.4
1083,477,1.41
1083,1556,1.41
1083,824,1.42
1084,623,0.31
1084,304,0.5
1084,1837,0.53
1084,1057,0.56
1084,1452,0.68
1084,2223,0.7
1084,1632,0.7
1084,614,0.73
1084,604,0.77
1084,1703,0.78
1084,1849,0.79
1084,1633,0.79
1084,638,0.79
1084,1170,0.79
1084,274,0.8
1084,1512,0.8
1084,2007,0.8
1084,161,0.81
1084,1567,0.81
1084,2252,0.82
1084,1924,0.82
1084,2018,0.82
1084,148,0.82
1084,1749,0.83
1086,833,0.52
1086,281,0.92
1086,660,0.96
1086,463,0.99
1086,656,1.0
1086,1471,1.0
1086,386,1.0
1086,482,1.01
1086,1634,1.03
1086,2326,1.04
1086,203,1.05
1086,1222,1.05
1086,1970,1.05
1086,1183,1.06
1086,1138,1.06
1086,207,1.12
1086,637,1.12
1086,1805,1.12
1086,299,1.13
1086,464,1.14
1086,12,1.14
1086,655,1.14
1086,1120,1.14
1086,1439,1.14
1087,1295,0.34
1087,1273,0.39
1087,606,0.45
1087,1285,0.46
1087,1278,0.48
1087,2103,0.55
1087,390,0.56
1087,1098,0.59
1087,1177,0.6
1087,1246,0.6
1087,254,0.6
1087,2242,0.6
1087,2215,0.61
1087,2054,0.62
1087,1045,0.62
1087,1399,0.65
1087,1717,0.67
1087,1924,0.67
1087,1089,0.7
1087,2214,0.72
1087,2213,0.73
1087,2176,0.73
1087,602,0.73
1087,1712,0.74
1089,254,0.37
1089,2242,0.37
1089,1170,0.47
1089,1176,0.51
1089,2360,0.51
1089,1249,0.59
1089,1399,0.6
1089,922,0.63
1089,2215,0.64
1089,1278,0.65
1089,1177,0.67
1089,1246,0.67
1089,1295,0.69
1089,1199,0.7
1089,1077,0.7
1089,1087,0.7
1089,1832,0.71
1089,2054,0.72
1089,1452,0.73
1089,1788,0.73
1089,274,0.74
1089,1567,0.74
1089,638,0.75
1089,1273,0.76
1091,2184,0.32
1091,770,0.45
1091,1621,0.81
1091,2370,0.81
1091,1825,0.88
1091,1552,0.9
1091,1492,0.92
1091,1493,0.92
1091,1495,0.92
1091,1731,0.93
1091,2302,0.96
1091,1404,0.96
1091,555,0.98
1091,612,0.98
1091,506,0.99
1091,1222,0.99
1091,1970,0.99
1091,1607,0.99
1091,334,1.09
1091,1265,1.09
1091,2216,1.09
1091,1999,1.11
1091,1844,1.18
1092,728,0.29
1092,214,0.39
1092,175,0.54
1092,540,0.57
1092,1743,0.57
1092,1762,0.57
1092,1763,0.57
1092,1617,0.8
1092,252,0.86
1092,1542,1.02
1092,2027,1.06
1092,2230,1.1
1092,506,1.12
1092,455,1.12
1092,1810,1.14
1092,928,1.15
1092,930,1.15
1092,941,1.15
1092,943,1.15
1092,1811,1.16
1092,2078,1.16
1092,1686,1.17
1092,440,1.17
1092,938,1.18
1093,869,0.64
1093,1170,0.65
1093,2111,0.68
1093,1233,0.68
1093,2108,0.71
1093,2211,0.72
1093,1964,0.72
1093,1261,0.73
1093,1148,0.74
1093,1947,0.74
1093,2033,0.75
1093,1633,0.75
1093,1697,0.75
1093,2008,0.75
1093,1576,0.77
1093,1750,0.77
1093,2254,0.78
1093,1714,0.78
1093,313,0.78
1093,274,0.78
1093,1832,0.78
1093,1668,0.78
1093,1659,0.78
1093,604,0.79
1098,1295,0.52
1098,1399,0.56
1098,1087,0.59
1098,254,0.68
1098,2242,0.68
1098,2103,0.74
1098,1285,0.75
1098,2360,0.76
1098,1278,0.76
1098,2054,0.78
1098,1089,0.79
1098,1273,0.8
1098,1452,0.81
1098,369,0.81
1098,1788,0.83
1098,1567,0.83
1098,988,0.84
1098,1924,0.85
1098,1717,0.86
1098,1668,0.87
1098,995,0.88
1098,380,0.88
1098,1176,0.89
1098,638,0.89
1100,1585,0.56
1100,2250,0.57
1100,326,0.6
1100,1215,0.68
1100,1815,0.69
1100,1512,0.72
1100,697,0.74
1100,2025,0.75
1100,1701,0.77
1100,298,0.77
1100,337,0.77
1100,352,0.77
1100,535,0.79
1100,2192,0.8
1100,2074,0.8
1100,213,0.81
1100,1538,0.81
1100,494,0.81
1100,139,0.82
1100,2052,0.82
1100,875,0.83
1100,418,0.83
1100,1453,0.83
1100,2350,0.83
1103,1757,0.3
1103,412,0.45
1103,1126,0.48
1103,824,0.49
1103,661,0.5
1103,1112,0.51
1103,692,0.54
1103,998,0.54
1103,443,0.6
1103,1196,0.6
1103,139,0.6
1103,2025,0.61
1103,1186,0.62
1103,875,0.62
1103,1134,0.63
1103,589,0.64
1103,352,0.64
1103,1488,0.66
1103,2133,0.69
1103,2337,0.7
1103,1133,0.71
1103,142,0.71
1103,1301,0.71
1103,1750,0.72
1104,1581,0.66
1104,1915,0.69
1104,1845,0.75
1104,2338,0.77
1104,2176,0.78
1104,693,0.78
1104,828,0.79
1104,1486,0.81
1104,1470,0.82
1104,2254,0.83
1104,1160,0.83
1104,1199,0.84
1104,2114,0.85
1104,292,0.85
1104,254,0.85
1104,2242,0.85
1104,2108,0.85
1104,339,0.85
1104,602,0.86
1104,1119,0.86
1104,1719,0.86
1104,2096,0.86
1104,560,0.87
1104,869,0.87
1105,1685,0.52
1105,1766,0.52
1105,2174,0.57
1105,2172,0.66
1105,2206,0.7
1105,447,0.83
1105,1103,0.85
1105,1681,0.86
1105,1612,0.86
1105,802,0.88
1105,2025,0.88
1105,1726,0.89
1105,30,0.9
1105,2074,0.9
1105,1206,0.93
1105,891,0.94
1105,1004,0.94
1105,1757,0.94
1105,1413,0.94
1105,139,0.95
1105,881,0.95
1105,1831,0.96
1105,1129,0.96
1105,412,0.96
1110,790,0.55
1110,900,0.7
1110,2196,0.76
1110,2285,0.84
1110,332,0.84
1110,241,0.88
1110,859,0.89
1110,174,0.9
1110,1568,0.98
1110,700,0.98
1110,773,0.99
1110,326,0.99
1110,290,0.99
1110,1694,1.0
1110,328,1.0
1110,147,1.01
1110,670,1.01
1110,680,1.03
1110,1665,1.03
1110,846,1.04
1110,1644,1.05
1110,739,1.05
1110,1972,1.06
1110,1446,1.07
1111,1044,0.58
1111,422,0.62
1111,1113,0.68
1111,1127,0.68
1111,1849,0.73
1111,679,0.74
1111,1832,0.76
1111,2105,0.79
1111,1284,0.79
1111,2141,0.79
1111,2276,0.8
1111,1145,0.81
1111,1802,0.82
1111,391,0.84
1111,2289,0.84
1111,1924,0.85
1111,764,0.85
1111,242,0.85
1111,396,0.85
1111,1988,0.85
1111,2220,0.85
1111,2226,0.85
1111,2170,0.85
1111,1581,0.87
1112,1126,0.31
1112,1134,0.39
1112,90,0.5
1112,1103,0.51
1112,412,0.54
1112,661,0.56
1112,692,0.56
1112,1186,0.57
1112,1140,0.6
1112,1757,0.61
1112,1133,0.62
1112,2133,0.65
1112,152,0.66
1112,1512,0.67
1112,98,0.7
1112,418,0.7
1112,589,0.72
1112,368,0.72
1112,2337,0.73
1112,1228,0.73
1112,142,0.73
1112,1488,0.74
1112,1453,0.75
1112,2351,0.76
1113,1127,0.0
1113,1044,0.45
1113,302,0.55
1113,1849,0.56
1113,422,0.63
1113,1284,0.63
1113,1924,0.66
1113,1111,0.68
1113,1832,0.69
1113,1204,0.71
1113,2215,0.71
1113,2159,0.72
1113,1159,0.73
1113,894,0.75
1113,2141,0.76
1113,2176,0.79
1113,2317,0.79
1113,638,0.79
1113,1946,0.8
1113,2214,0.8
1113,2155,0.82
1113,1285,0.83
1113,679,0.83
1113,2114,0.83
1114,1176,0.47
1114,254,0.6
1114,2242,0.6
1114,1051,0.6
1114,2356,0.61
1114,1788,0.61
1114,508,0.66
1114,2372,0.68
1114,1486,0.69
1114,1170,0.69
1114,1750,0.72
1114,2318,0.74
1114,602,0.74
1114,2360,0.74
1114,1992,0.77
1114,1833,0.77
1114,274,0.78
1114,2320,0.79
1114,1738,0.79
1114,1458,0.79
1114,1160,0.79
1114,1089,0.79
1115,1116,0.08
1115,1146,0.15
1115,1803,0.77
1115,1499,0.83
1115,274,0.91
1115,1175,0.96
1115,148,0.97
1115,1301,0.98
1115,2356,0.99
1115,1738,0.99
1115,1512,0.99
1115,508,1.0
1115,604,1.0
1115,638,1.0
1115,2348,1.01
1115,2368,1.01
1115,1668,1.03
1115,2211,1.03
1115,2050,1.03
1115,697,1.04
1115,2007,1.04
1115,313,1.05
1115,2210,1.05
1115,1992,1.06
1116,1115,0.08
1116,1146,0.09
1116,1803,0.79
1116,1499,0.82
1116,2356,0.91
1116,274,0.92
1116,148,0.92
1116,1301,0.95
1116,1738,0.96
1116,1711,0.96
1116,2348,0.97
1116,2368,0.97
1116,697,0.98
1116,1512,0.98
1116,1175,0.99
1116,604,1.01
1116,638,1.01
1116,508,1.01
1116,313,1.02
1116,2176,1.02
1116,1996,1.03
1116,1576,1.03
1116,1668,1.03
1116,2211,1.04
1118,1172,0.95
1118,771,0.96
1118,1509,1.03
1118,1618,1.03
1118,1999,1.06
1118,200,1.06
1118,469,1.07
1118,98,1.12
1118,196,1.12
1118,327,1.14
1118,1237,1.14
1118,416,1.14
1118,1183,1.15
1118,1054,1.16
1118,1144,1.16
1118,13,1.18
1118,182,1.19
1118,1612,1.19
1118,1727,1.2
1118,466,1.21
1118,506,1.22
1118,444,1.22
1118,1638,1.23
1118,1831,1.23
1119,2176,0.29
1119,754,0.34
1119,2271,0.34
1119,1581,0.43
1119,2170,0.49
1119,985,0.51
1119,1045,0.52
1119,602,0.61
1119,2214,0.63
1119,2255,0.63
1119,2178,0.66
1119,1627,0.68
1119,804,0.69
1119,995,0.7
1119,1470,0.71
1119,2356,0.77
1119,1295,0.77
1119,407,0.78
1119,1220,0.78
1119,1284,0.78
1119,1615,0.79
1119,1285,0.79
1119,1452,0.79
1119,828,0.79
1120,842,0.49
1120,650,0.55
1120,463,0.59
1120,139,0.62
1120,299,0.66
1120,1805,0.68
1120,418,0.71
1120,1439,0.73
1120,692,0.74
1120,248,0.75
1120,2350,0.77
1120,1512,0.8
1120,1112,0.82
1120,1236,0.82
1120,697,0.82
1120,464,0.84
1120,849,0.84
1120,368,0.85
1120,1757,0.85
1120,1103,0.85
1120,670,0.85
1120,1126,0.85
1120,661,0.86
1120,1453,0.88
1126,1112,0.31
1126,1140,0.46
1126,1488,0.47
1126,692,0.47
1126,412,0.47
1126,1103,0.48
1126,661,0.48
1126,1196,0.52
1126,1134,0.52
1126,90,0.52
1126,1757,0.52
1126,2351,0.53
1126,1186,0.55
1126,142,0.56
1126,152,0.57
1126,2337,0.57
1126,1068,0.59
1126,1133,0.6
1126,2133,0.6
1126,368,0.63
1126,824,0.68
1126,535,0.69
1126,1996,0.7
1126,443,0.7
1127,1113,0.0
1127,1044,0.45
1127,302,0.55
1127,1849,0.56
1127,422,0.63
1127,1284,0.63
1127,1924,0.66
1127,1111,0.68
1127,1832,0.69
1127,1204,0.71
1127,2215,0.71
1127,2159,0.72
1127,1159,0.73
1127,894,0.75
1127,2141,0.76
1127,2176,0.79
1127,2317,0.79
1127,638,0.79
1127,1946,0.8
1127,2214,0.8
1127,2155,0.82
1127,1285,0.83
1127,679,0.83
1127,2114,0.83
1128,648,0.75
1128,2082,0.96
1128,344,1.19
1128,1154,1.19
1128,1213,1.19
1128,165,1.23
1128,1756,1.25
1128,540,1.25
1128,1743,1.25
1128,1762,1.25
1128,1763,1.25
1128,273,1.27
1128,2229,1.27
1128,281,1.29
1128,1474,1.29
1128,1811,1.3
1128,2078,1.3
1128,1686,1.31
1128,1414,1.31
1128,781,1.32
1128,1617,1.33
1128,1227,1.34
1128,1745,1.34
1129,1223,0.57
1129,661,0.62
1129,692,0.62
1129,998,0.65
1129,1955,0.68
1129,1068,0.72
1129,2192,0.73
1129,2350,0.73
1129,1488,0.75
1129,1103,0.75
1129,697,0.76
1129,139,0.76
1129,535,0.77
1129,1757,0.79
1129,1196,0.8
1129,1453,0.8
1129,1126,0.8
1129,1996,0.8
1129,759,0.81
1129,875,0.81
1129,90,0.82
1129,148,0.82
1129,1317,0.82
1129,1318,0.82
1132,455,0.96
1132,449,1.1
1132,819,1.1
1132,1638,1.12
1132,469,1.14
1132,326,1.15
1132,790,1.15
1132,506,1.15
1132,738,1.15
1132,1539,1.15
1132,1237,1.17
1132,1807,1.17
1132,1978,1.17
1132,1073,1.17
1132,1149,1.17
1132,440,1.18
1132,30,1.19
1132,1694,1.19
1132,147,1.19
1132,196,1.19
1132,2370,1.19
1132,2302,1.2
1132,951,1.21
1132,630,1.22
1133,1228,0.5
1133,1134,0.56
1133,1757,0.58
1133,1126,0.6
1133,1488,0.62
1133,1112,0.62
1133,1186,0.65
1133,661,0.7
1133,1103,0.71
1133,412,0.73
1133,1068,0.73
1133,2351,0.73
1133,692,0.73
1133,1996,0.75
1133,2337,0.77
1133,1140,0.83
1133,148,0.83
1133,142,0.83
1133,2125,0.85
1133,2251,0.85
1133,368,0.85
1133,2133,0.88
1133,824,0.9
1133,1750,0.91
1134,1112,0.39
1134,1126,0.52
1134,1133,0.56
1134,1103,0.63
1134,1186,0.63
1134,1757,0.65
1134,692,0.67
1134,1228,0.67
1134,661,0.67
1134,412,0.73
1134,2337,0.75
1134,2133,0.77
1134,650,0.78
1134,1068,0.79
1134,589,0.79
1134,368,0.8
1134,142,0.8
1134,90,0.81
1134,1140,0.82
1134,1512,0.82
1134,1996,0.83
1134,213,0.83
1134,148,0.83
1134,313,0.84
1138,656,0.3
1138,203,0.49
1138,208,0.65
1138,2072,0.73
1138,1232,0.79
1138,1233,0.83
1138,1206,0.84
1138,1471,0.84
1138,2336,0.86
1138,482,0.86
1138,2218,0.86
1138,2300,0.87
1138,614,0.87
1138,2350,0.87
1138,2060,0.88
1138,2050,0.9
1138,406,0.9
1138,1145,0.9
1138,2326,0.91
1138,1755,0.92
1138,2250,0.92
1138,2007,0.93
1138,10,0.93
1138,1837,0.93
1140,1126,0.46
1140,152,0.5
1140,1112,0.6
1140,90,0.69
1140,1068,0.72
1140,661,0.75
1140,2351,0.75
1140,412,0.76
1140,2065,0.76
1140,2087,0.76
1140,2133,0.77
1140,692,0.8
1140,1103,0.82
1140,1134,0.82
1140,1133,0.83
1140,368,0.86
1140,1186,0.88
1140,1400,0.88
1140,1228,0.88
1140,1488,0.89
1140,142,0.91
1140,1512,0.92
1140,773,0.92
1140,1757,0.92
1143,1519,0.67
1143,1423,0.71
1143,287,0.81
1143,2294,0.98
1143,2176,1.01
1143,754,1.01
1143,2271,1.01
1143,422,1.04
1143,1285,1.06
1143,1113,1.06
1143,1127,1.06
1143,1697,1.07
1143,2008,1.07
1143,1711,1.08
1143,1738,1.09
1143,1119,1.1
1143,187,1.11
1143,407,1.12
1143,1576,1.12
1143,689,1.12
1143,1087,1.12
1143,1295,1.13
1143,2251,1.13
1143,1273,1.13
1144,2315,0.83
1144,1999,0.94
1144,449,0.94
1144,2288,0.94
1144,1304,0.98
1144,1960,0.99
1144,1098,1.0
1144,1467,1.0
1144,200,1.01
1144,1054,1.03
1144,469,1.04
1144,1295,1.04
1144,207,1.05
1144,1399,1.05
1144,1415,1.05
1144,1460,1.05
1144,1278,1.07
1144,2022,1.07
1144,835,1.07
1144,1638,1.07
1144,254,1.07
1144,2242,1.07
1144,2206,1.07
1144,1660,1.08
1145,1820,0.64
1145,614,0.65
1145,1430,0.7
1145,2210,0.7
1145,1175,0.71
1145,2364,0.71
1145,126,0.72
1145,407,0.73
1145,937,0.75
1145,1233,0.76
1145,422,0.76
1145,2163,0.78
1145,1849,0.79
1145,679,0.79
1145,2007,0.79
1145,203,0.8
1145,492,0.8
1145,304,0.8
1145,1148,0.8
1145,1947,0.8
1145,1111,0.81
1145,765,0.82
1145,2289,0.82
1145,313,0.82
1146,1116,0.09
1146,1115,0.15
1146,1803,0.82
1146,1499,0.83
1146,2356,0.94
1146,1301,0.97
1146,1711,1.0
1146,2348,1.01
1146,2368,1.01
1146,148,1.01
1146,697,1.02
1146,508,1.04
1146,1175,1.04
1146,1512,1.04
1146,1683,1.05
1146,274,1.05
1146,188,1.05
1146,2050,1.06
1146,1738,1.06
1146,213,1.08
1146,604,1.08
1146,676,1.08
1146,638,1.09
1146,2251,1.09
1147,366,0.43
1147,436,0.49
1147,413,0.49
1147,1925,0.51
1147,1204,0.56
1147,1647,0.63
1147,1818,0.64
1147,1256,0.7
1147,2213,0.7
1147,2194,0.71
1147,937,0.78
1147,1177,0.78
1147,1246,0.78
1147,898,0.79
1147,1199,0.79
1147,1285,0.79
1147,1077,0.8
1147,1752,0.81
1147,1087,0.82
1147,1433,0.83
1147,2355,0.83
1147,894,0.83
1147,1217,0.84
1147,2103,0.85
1148,1947,0.0
1148,1659,0.54
1148,1420,0.58
1148,560,0.61
1148,2210,0.61
1148,1790,0.64
1148,2254,0.66
1148,1442,0.67
1148,126,0.68
1148,2241,0.68
1148,950,0.68
1148,764,0.68
1148,1205,0.69
1148,2293,0.69
1148,292,0.69
1148,2108,0.7
1148,1518,0.7
1148,2147,0.7
1148,1751,0.7
1148,1777,0.7
1148,1714,0.72
1148,1820,0.73
1148,249,0.74
1148,956,0.74
1149,1073,0.0
1149,1530,0.57
1149,1573,0.57
1149,630,0.64
1149,1404,0.7
1149,770,0.8
1149,1552,0.84
1149,1825,0.85
1149,1731,0.87
1149,702,1.05
1149,852,1.05
1149,1016,1.05
1149,846,1.07
1149,555,1.07
1149,612,1.07
1149,1745,1.08
1149,506,1.08
1149,648,1.1
1149,1808,1.12
1149,912,1.12
1149,440,1.13
1149,1213,1.14
1149,1725,1.15
1149,1732,1.15
1152,1177,0.7
1152,1246,0.7
1152,606,0.78
1152,1278,0.78
1152,254,0.79
1152,2242,0.79
1152,1087,0.79
1152,309,0.81
1152,1214,0.83
1152,1295,0.85
1152,1089,0.85
1152,706,0.86
1152,1399,0.88
1152,390,0.89
1152,772,0.9
1152,1452,0.91
1152,2360,0.91
1152,1915,0.91
1152,2054,0.91
1152,2215,0.92
1152,2241,0.93
1152,1273,0.93
1152,1925,0.94
1152,1751,0.95
1153,804,0.6
1153,2178,0.64
1153,2241,0.71
1153,1861,0.72
1153,2176,0.73
1153,2257,0.75
1153,1818,0.78
1153,1581,0.78
1153,470,0.78
1153,1081,0.79
1153,2194,0.79
1153,1220,0.8
1153,1777,0.8
1153,2210,0.8
1153,754,0.8
1153,2271,0.8
1153,249,0.81
1153,1119,0.83
1153,1045,0.83
1153,1418,0.84
1153,1790,0.84
1153,1915,0.84
1153,845,0.85
1153,1165,0.85
1154,1213,0.0
1154,648,0.82
1154,1675,1.06
1154,2082,1.12
1154,1317,1.18
1154,1404,1.18
1154,1128,1.19
1154,1621,1.22
1154,630,1.23
1154,1073,1.27
1154,1149,1.27
1154,770,1.27
1154,540,1.29
1154,1743,1.29
1154,1762,1.29
1154,1763,1.29
1154,1607,1.3
1154,771,1.32
1154,454,1.33
1154,1544,1.36
1154,1663,1.36
1154,819,1.38
1154,344,1.39
1154,1213,0.0
1154,648,0.82
1154,1675,1.06
1154,2082,1.12
1154,1317,1.18
1154,1404,1.18
1154,1128,1.19
1154,1621,1.22
1154,630,1.23
1154,1073,1.27
1154,1149,1.27
1154,770,1.27
1154,540,1.29
1154,1743,1.29
1154,1762,1.29
1154,1763,1.29
1154,1607,1.3
1154,771,1.32
1154,454,1.33
1154,1544,1.36
1154,1663,1.36
1154,819,1.38
1154,344,1.39
1157,1456,0.78
1157,1454,0.83
1157,1773,0.86
1157,1850,0.86
1157,1496,0.89
1157,1455,0.9
1157,462,0.94
1157,698,0.96
1157,2076,1.01
1157,723,1.05
1157,746,1.05
1157,752,1.05
1157,928,1.06
1157,930,1.06
1157,941,1.06
1157,943,1.06
1157,1414,1.09
1157,970,1.11
1157,938,1.19
1157,1450,1.28
1157,1811,1.36
1157,2078,1.36
1159,1044,0.71
1159,1113,0.73
1159,1127,0.73
1159,2141,0.8
1159,1178,0.8
1159,1284,0.81
1159,1849,0.82
1159,1924,0.82
1159,302,0.86
1159,1292,0.87
1159,2114,0.87
1159,2255,0.88
1159,2215,0.88
1159,2159,0.89
1159,2018,0.89
1159,422,0.9
1159,1217,0.9
1159,2170,0.9
1159,1111,0.9
1159,1220,0.91
1159,1204,0.91
1159,2176,0.91
1159,1712,0.92
1160,1401,0.13
1160,1486,0.56
1160,1420,0.57
1160,1470,0.61
1160,2254,0.65
1160,638,0.65
1160,1309,0.68
1160,1220,0.7
1160,869,0.73
1160,1051,0.73
1160,602,0.74
1160,2252,0.74
1160,1714,0.76
1160,1845,0.77
1160,1452,0.77
1160,2176,0.77
1160,2111,0.78
1160,2255,0.79
1160,1114,0.79
1160,1832,0.79
1160,956,0.8
1160,677,0.8
1160,1401,0.0
1160,1420,0.54
1160,1486,0.6
1160,2254,0.6
1160,638,0.64
1160,1220,0.67
1160,1714,0.68
1160,602,0.68
1160,1452,0.69
1160,1615,0.7
1160,276,0.71
1160,1309,0.71
1160,2252,0.71
1160,956,0.73
1160,1832,0.74
1160,1470,0.74
1160,2177,0.74
1160,2007,0.76
1160,869,0.76
1160,677,0.76
1160,1051,0.76
1160,2111,0.76
1165,845,0.0
1165,874,0.24
1165,530,0.67
1165,380,0.72
1165,689,0.76
1165,2251,0.8
1165,1738,0.81
1165,369,0.84
1165,1944,0.85
1165,1153,0.85
1165,1486,0.85
1165,1233,0.86
1165,1748,0.86
1165,2334,0.86
1165,2356,0.86
1165,2176,0.86
1165,197,0.88
1165,2292,0.89
1165,1711,0.89
1165,2050,0.89
1165,2215,0.9
1165,1507,0.9
1165,2111,0.92
1166,1982,0.64
1166,1409,0.75
1166,1024,0.76
1166,1148,0.8
1166,1947,0.8
1166,2257,0.82
1166,1192,0.82
1166,269,0.86
1166,1714,0.86
1166,764,0.87
1166,1845,0.88
1166,1420,0.88
1166,2241,0.9
1166,2210,0.92
1166,1777,0.93
1166,320,0.94
1166,242,0.94
1166,396,0.94
1166,1988,0.94
1166,2220,0.94
1166,2226,0.94
1166,1442,0.94
1166,1145,0.96
1166,2358,0.96
1170,2360,0.46
1170,1089,0.47
1170,1176,0.5
1170,1249,0.51
1170,2224,0.55
1170,274,0.56
1170,2215,0.56
1170,1832,0.58
1170,1633,0.58
1170,254,0.59
1170,2242,0.59
1170,922,0.62
1170,2054,0.63
1170,1295,0.65
1170,1093,0.65
1170,1199,0.67
1170,894,0.67
1170,638,0.67
1170,1788,0.68
1170,1668,0.68
1170,1278,0.68
1170,937,0.68
1170,1849,0.68
1170,1567,0.68
1172,327,0.57
1172,951,0.58
1172,441,0.64
1172,1732,0.69
1172,386,0.71
1172,1638,0.71
1172,200,0.73
1172,1649,0.73
1172,2313,0.74
1172,416,0.74
1172,1237,0.77
1172,655,0.78
1172,1004,0.81
1172,1444,0.83
1172,1634,0.84
1172,272,0.85
1172,1535,0.86
1172,2074,0.87
1172,270,0.9
1172,1831,0.91
1172,846,0.92
1172,469,0.92
1172,2181,0.92
1172,451,0.93
1175,1701,0.55
1175,148,0.57
1175,352,0.59
1175,1233,0.59
1175,984,0.59
1175,2033,0.61
1175,279,0.61
1175,1749,0.62
1175,1837,0.63
1175,313,0.63
1175,304,0.63
1175,614,0.64
1175,638,0.66
1175,1856,0.67
1175,2025,0.67
1175,407,0.67
1175,875,0.68
1175,604,0.68
1175,1301,0.69
1175,1791,0.7
1175,1996,0.7
1175,1512,0.71
1175,1145,0.71
1175,1820,0.71
1176,1114,0.47
1176,1170,0.5
1176,1089,0.51
1176,2360,0.52
1176,254,0.63
1176,2242,0.63
1176,508,0.67
1176,690,0.68
1176,1832,0.69
1176,1452,0.72
1176,1567,0.73
1176,2215,0.74
1176,1295,0.74
1176,1278,0.75
1176,922,0.77
1176,638,0.77
1176,1199,0.77
1176,1788,0.78
1176,274,0.78
1176,1399,0.79
1176,2054,0.79
1176,1093,0.81
1176,242,0.82
1176,396,0.82
1177,1246,0.0
1177,1229,0.5
1177,1278,0.59
1177,1087,0.6
